"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A560","2020-04-30 03:00:00","405.000","0.000","0.000","15.300","1.000","971.400","","0.000","-99.000","-99.000","-99.000","17.600","","15.300",""
"C0X190","2020-04-30 03:00:00","10.000","11.000","1.000","23.200","0.870","1014.200","","0.000","-99.000","-99.000","-99.000","24.100","","23.200",""
"C0S950","2020-04-30 03:00:00","415.000","235.000","1.500","19.300","0.900","969.500","","0.000","-99.000","-99.000","-99.000","19.300","","18.400",""
"C0A880","2020-04-30 03:00:00","6.000","189.000","2.200","22.600","0.770","1013.500","","0.000","9.900","210.000","","23.000","","22.600",""
"C0I530","2020-04-30 03:00:00","3014.000","228.000","7.500","2.900","0.900","-99.000","","-99.000","-99.000","-99.000","-99.000","4.200","","2.900",""
"C0M670","2020-04-30 03:00:00","43.000","0.000","0.000","21.300","0.880","1010.500","","0.000","-99.000","-99.000","-99.000","22.500","","21.300",""
"C0Z061","2020-04-30 03:00:00","174.000","0.000","0.000","19.000","0.990","1001.100","","0.000","-99.000","-99.000","-99.000","19.300","","19.000",""
"C0M730","2020-04-30 03:00:00","40.000","0.000","0.200","22.300","0.810","1010.600","","0.000","-99.000","-99.000","-99.000","23.000","","21.900",""
"C0U750","2020-04-30 03:00:00","398.000","200.000","5.400","18.900","0.950","970.900","","0.000","-99.000","-99.000","-99.000","19.000","","18.600",""
"C0A650","2020-04-30 03:00:00","287.000","0.000","0.200","15.600","0.950","983.400","","0.000","-99.000","-99.000","-99.000","19.100","","15.600",""
"C0K400","2020-04-30 03:00:00","65.000","76.000","0.800","20.700","0.980","1009.100","","0.000","-99.000","-99.000","-99.000","22.200","","20.700",""
"C0I370","2020-04-30 03:00:00","671.000","0.000","0.000","17.400","0.920","941.900","","0.000","-99.000","-99.000","-99.000","18.600","","17.400",""
"C0S750","2020-04-30 03:00:00","2280.000","271.000","1.200","7.100","0.860","776.200","","0.000","-99.000","-99.000","-99.000","7.200","","6.500",""
"C0R650","2020-04-30 03:00:00","29.000","37.000","1.000","22.700","0.990","1013.500","","0.000","-99.000","-99.000","-99.000","24.200","","22.700",""
"C0E740","2020-04-30 03:00:00","27.000","0.000","0.100","20.000","0.920","1014.400","","0.000","-99.000","-99.000","-99.000","20.000","","19.500",""
"C0AI20","2020-04-30 03:00:00","25.000","183.000","3.200","20.100","0.790","1013.300","","0.000","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0E550","2020-04-30 03:00:00","84.000","0.000","0.000","18.200","0.990","1007.500","","0.000","-99.000","-99.000","-99.000","19.100","","18.200",""
"C0R260","2020-04-30 03:00:00","76.000","0.000","0.000","22.200","0.860","1006.600","","0.000","-99.000","-99.000","-99.000","22.700","","22.200",""
"C0U950","2020-04-30 03:00:00","1012.000","139.000","8.200","14.900","1.000","905.600","","0.500","-99.000","-99.000","-99.000","15.100","","14.700",""
"C0O860","2020-04-30 03:00:00","38.000","119.000","0.500","22.200","0.990","1010.800","","0.000","-99.000","-99.000","-99.000","22.900","","22.200",""
"C0R320","2020-04-30 03:00:00","7.000","68.000","7.000","24.000","0.730","1014.700","","0.000","13.100","65.000","","24.300","","23.900",""
"C0S980","2020-04-30 03:00:00","901.000","43.000","1.800","17.100","0.950","916.800","","0.000","-99.000","-99.000","-99.000","17.100","","16.200",""
"C0X110","2020-04-30 03:00:00","20.000","24.000","0.300","24.600","0.820","1013.700","","0.000","-99.000","-99.000","-99.000","24.700","","24.400",""
"C0V310","2020-04-30 03:00:00","46.000","0.000","0.000","22.300","0.890","1009.700","","0.000","-99.000","-99.000","-99.000","23.000","","22.300",""
"C0G620","2020-04-30 03:00:00","110.000","270.000","1.100","19.600","0.990","1003.000","","0.000","-99.000","-99.000","-99.000","21.000","","19.600",""
"C0AD50","2020-04-30 03:00:00","84.000","0.000","0.000","19.700","1.000","1007.100","","0.000","-99.000","-99.000","-99.000","20.700","","19.700",""
"C0A9A0","2020-04-30 03:00:00","24.000","0.000","0.000","22.100","0.720","1013.400","","0.000","-99.000","-99.000","-99.000","24.300","","22.100",""
"C0O830","2020-04-30 03:00:00","127.000","0.000","0.000","20.600","0.990","1001.700","","0.000","-99.000","-99.000","-99.000","21.700","","20.600",""
"C0S760","2020-04-30 03:00:00","1621.000","184.000","0.800","12.600","1.000","842.200","","0.000","-99.000","-99.000","-99.000","12.700","","12.100",""
"C0X160","2020-04-30 03:00:00","26.000","39.000","0.700","23.500","0.970","1012.300","","0.000","-99.000","-99.000","-99.000","23.700","","23.300",""
"C0C490","2020-04-30 03:00:00","157.000","291.000","0.500","20.100","0.780","998.000","","0.000","-99.000","-99.000","-99.000","21.900","","20.000",""
"C0F970","2020-04-30 03:00:00","145.000","100.000","0.600","20.800","0.820","998.600","","0.000","-99.000","-99.000","-99.000","21.300","","20.800",""
"C0R440","2020-04-30 03:00:00","1679.000","160.000","2.100","13.500","1.000","837.200","","0.000","-99.000","-99.000","-99.000","13.600","","12.800",""
"C0M690","2020-04-30 03:00:00","33.000","38.000","0.400","21.600","0.910","1011.300","","0.000","-99.000","-99.000","-99.000","21.800","","21.100",""
"C0V690","2020-04-30 03:00:00","30.000","14.000","0.700","24.400","0.860","1012.800","","0.000","-99.000","-99.000","-99.000","24.900","","24.300",""
"C0Z210","2020-04-30 03:00:00","126.000","0.000","0.000","18.600","0.990","1004.500","","0.000","-99.000","-99.000","-99.000","19.400","","18.500",""
"C0U770","2020-04-30 03:00:00","5.000","337.000","4.400","19.100","0.990","1017.000","","0.000","-99.000","-99.000","-99.000","19.700","","19.000",""
"C0Z080","2020-04-30 03:00:00","298.000","0.000","0.000","17.400","0.990","983.500","","0.000","-99.000","-99.000","-99.000","18.300","","17.100",""
"C0G640","2020-04-30 03:00:00","17.000","0.000","0.000","19.600","0.960","1016.400","","0.000","-99.000","-99.000","-99.000","20.400","","19.600",""
"C0X200","2020-04-30 03:00:00","61.000","0.000","0.000","20.300","0.990","1008.500","","0.000","-99.000","-99.000","-99.000","21.900","","20.300",""
"C0U900","2020-04-30 03:00:00","63.000","217.000","1.300","18.700","0.990","1011.000","","0.000","-99.000","-99.000","-99.000","20.100","","18.700",""
"C0Z230","2020-04-30 03:00:00","31.000","292.000","3.600","21.200","0.700","1014.800","","0.000","-99.000","-99.000","-99.000","22.400","","21.000",""
"C0F9O0","2020-04-30 03:00:00","175.000","0.000","0.000","21.800","-99.000","995.800","","0.000","-99.000","-99.000","-99.000","22.800","","21.800",""
"C0R770","2020-04-30 03:00:00","93.000","63.000","1.800","22.400","0.810","1005.200","","0.000","-99.000","-99.000","-99.000","22.900","","22.400",""
"C0C540","2020-04-30 03:00:00","46.000","186.000","0.300","19.400","0.880","1010.800","","0.000","-99.000","-99.000","-99.000","21.200","","19.400",""
"C0G770","2020-04-30 03:00:00","15.000","0.000","0.000","22.100","0.900","1014.000","","0.000","-99.000","-99.000","-99.000","23.100","","22.100",""
"C0V670","2020-04-30 03:00:00","20.000","18.000","1.400","24.100","0.840","1013.100","","0.000","-99.000","-99.000","-99.000","25.000","","24.100",""
"C0A870","2020-04-30 03:00:00","685.000","211.000","1.900","18.200","0.840","937.300","","0.000","-99.000","-99.000","-99.000","18.200","","17.900",""
"C0R220","2020-04-30 03:00:00","23.000","52.000","1.000","23.200","1.000","1013.300","","0.000","-99.000","-99.000","-99.000","23.900","","22.800",""
"C0Z220","2020-04-30 03:00:00","589.000","266.000","1.700","16.100","1.000","952.600","","0.000","-99.000","-99.000","-99.000","17.600","","16.100",""
"C0D560","2020-04-30 03:00:00","147.000","162.000","0.400","20.500","0.810","999.900","","0.000","-99.000","-99.000","-99.000","21.200","","20.100",""
"C0I380","2020-04-30 03:00:00","258.000","0.000","0.000","19.800","0.910","985.900","","0.000","-99.000","-99.000","-99.000","21.000","","19.700",""
"C0Z020","2020-04-30 03:00:00","211.000","25.000","1.100","18.800","0.990","992.800","","0.000","-99.000","-99.000","-99.000","19.400","","18.800",""
"C0Z190","2020-04-30 03:00:00","62.000","307.000","2.900","22.100","0.680","1010.400","","0.000","-99.000","-99.000","-99.000","22.100","","20.600",""
"C0C710","2020-04-30 03:00:00","143.000","0.000","0.000","16.500","0.990","1000.200","","0.000","-99.000","-99.000","-99.000","17.400","","16.500",""
"C0D360","2020-04-30 03:00:00","523.000","0.000","0.000","16.000","0.940","956.000","","0.000","-99.000","-99.000","-99.000","16.500","","16.000",""
"C0C680","2020-04-30 03:00:00","228.000","0.000","0.000","19.600","0.800","988.300","","0.000","-99.000","-99.000","-99.000","21.400","","19.400",""
"C0X140","2020-04-30 03:00:00","17.000","69.000","0.300","22.300","0.910","1013.500","","0.000","-99.000","-99.000","-99.000","23.400","","22.300",""
"C0V710","2020-04-30 03:00:00","34.000","42.000","1.500","24.600","0.810","1011.400","","0.000","-99.000","-99.000","-99.000","25.500","","24.600",""
"C0G840","2020-04-30 03:00:00","32.000","0.000","0.000","20.500","0.960","1011.600","","0.000","-99.000","-99.000","-99.000","21.500","","20.500",""
"C0S890","2020-04-30 03:00:00","238.000","0.000","0.000","19.200","0.980","993.300","","0.000","-99.000","-99.000","-99.000","19.500","","18.500",""
"C0T820","2020-04-30 03:00:00","550.000","0.000","0.000","14.300","0.900","960.300","","0.000","-99.000","-99.000","-99.000","16.100","","14.300",""
"C0F9I0","2020-04-30 03:00:00","194.000","117.000","0.600","20.700","0.870","993.200","","0.000","-99.000","-99.000","-99.000","22.100","","20.700",""
"C0C650","2020-04-30 03:00:00","208.000","235.000","0.500","20.500","0.800","992.000","","0.000","-99.000","-99.000","-99.000","20.700","","18.600",""
"C0R600","2020-04-30 03:00:00","766.000","287.000","0.900","20.000","0.870","930.000","","0.000","-99.000","-99.000","-99.000","20.300","","19.500",""
"C0Z320","2020-04-30 03:00:00","646.000","280.000","1.200","13.900","1.000","944.800","","0.000","-99.000","-99.000","-99.000","14.600","","13.900",""
"C0V210","2020-04-30 03:00:00","734.000","0.000","0.200","16.000","0.890","935.700","","0.000","-99.000","-99.000","-99.000","18.300","","16.000",""
"C0K240","2020-04-30 03:00:00","1132.000","122.000","0.600","17.900","0.830","894.900","","0.000","-99.000","-99.000","-99.000","17.900","","17.000",""
"C0M520","2020-04-30 03:00:00","15.000","10.000","0.300","20.600","0.950","1013.700","","0.000","-99.000","-99.000","-99.000","21.500","","20.600",""
"C0A530","2020-04-30 03:00:00","300.000","0.000","0.000","19.200","0.980","982.100","","0.000","-99.000","-99.000","-99.000","21.000","","19.200",""
"C0E820","2020-04-30 03:00:00","220.000","191.000","1.100","17.700","0.920","991.300","","0.000","-99.000","-99.000","-99.000","18.900","","17.700",""
"C0K450","2020-04-30 03:00:00","35.000","0.000","0.000","21.900","0.910","1011.200","","0.000","-99.000","-99.000","-99.000","22.400","","21.300",""
"C0G760","2020-04-30 03:00:00","53.000","0.000","0.200","20.500","0.990","1012.400","","0.000","-99.000","-99.000","-99.000","21.900","","20.500",""
"CM0120","2020-04-30 03:00:00","4.000","123.000","0.500","22.500","0.840","1015.500","","0.000","-99.000","-99.000","-99.000","22.800","","21.900",""
"C0Z290","2020-04-30 03:00:00","946.000","0.000","0.000","16.300","0.990","912.800","","0.000","-99.000","-99.000","-99.000","16.300","","15.700",""
"C0V680","2020-04-30 03:00:00","40.000","69.000","0.800","24.200","0.830","1010.700","","0.000","-99.000","-99.000","-99.000","24.900","","23.900",""
"C0R760","2020-04-30 03:00:00","336.000","10.000","4.600","20.500","0.900","978.000","","0.000","-99.000","-99.000","-99.000","21.200","","20.400",""
"C0F9U0","2020-04-30 03:00:00","74.000","0.000","0.000","23.000","0.810","1007.600","","0.000","-99.000","-99.000","-99.000","24.200","","22.400",""
"C0AI10","2020-04-30 03:00:00","76.000","180.000","1.600","19.700","0.870","1007.000","","0.000","-99.000","-99.000","-99.000","22.500","","19.700",""
"C0V530","2020-04-30 03:00:00","34.000","70.000","0.700","22.500","1.000","1011.400","","0.000","-99.000","-99.000","-99.000","23.600","","22.500",""
"C0R790","2020-04-30 03:00:00","111.000","342.000","6.200","22.800","0.800","1003.600","","0.000","-99.000","-99.000","-99.000","23.600","","22.700",""
"C0R550","2020-04-30 03:00:00","38.000","58.000","1.000","21.400","0.930","1012.000","","0.000","-99.000","-99.000","-99.000","22.500","","21.400",""
"C0F9L0","2020-04-30 03:00:00","253.000","53.000","0.700","19.300","0.900","986.700","","0.000","-99.000","-99.000","-99.000","21.300","","19.300",""
"C0A950","2020-04-30 03:00:00","60.000","264.000","1.000","22.400","0.850","1009.400","","0.000","10.400","157.000","","22.600","","22.300",""
"C0R160","2020-04-30 03:00:00","45.000","0.000","0.200","21.900","0.990","1009.900","","0.000","-99.000","-99.000","-99.000","22.600","","21.700",""
"CM0010","2020-04-30 03:00:00","68.000","-99.000","-99.000","19.700","0.790","1008.800","","0.000","-99.000","-99.000","-99.000","22.700","","19.700",""
"C0K500","2020-04-30 03:00:00","12.000","338.000","0.800","21.500","0.990","1013.500","","0.000","-99.000","-99.000","-99.000","21.800","","20.900",""
"C0X260","2020-04-30 03:00:00","39.000","32.000","0.800","20.900","0.940","1011.900","","0.000","-99.000","-99.000","-99.000","22.200","","20.800",""
"C0ACA0","2020-04-30 03:00:00","25.000","265.000","0.700","21.400","0.770","1012.200","","0.000","-99.000","-99.000","-99.000","23.600","","21.400",""
"C0X180","2020-04-30 03:00:00","62.000","100.000","0.500","21.900","0.990","1007.400","","0.000","-99.000","-99.000","-99.000","22.700","","21.800",""
"C0F930","2020-04-30 03:00:00","100.000","119.000","0.700","21.000","0.930","1004.100","","0.000","-99.000","-99.000","-99.000","21.800","","20.900",""
"C0I010","2020-04-30 03:00:00","1562.000","0.000","0.000","13.400","0.700","851.400","","0.000","-99.000","-99.000","-99.000","14.600","","13.200",""
"C0R190","2020-04-30 03:00:00","32.000","0.000","0.000","21.500","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","22.900","","21.500",""
"C0E420","2020-04-30 03:00:00","19.000","166.000","0.900","21.600","0.850","1012.100","","0.000","-99.000","-99.000","-99.000","21.600","","19.300",""
"C0I460","2020-04-30 03:00:00","110.000","201.000","1.500","21.200","0.860","1003.700","","0.000","-99.000","-99.000","-99.000","22.200","","20.900",""
"C0A9F0","2020-04-30 03:00:00","35.000","0.000","0.000","22.000","0.750","1012.500","","0.000","-99.000","-99.000","-99.000","24.000","","22.000",""
"C0F9A0","2020-04-30 03:00:00","425.000","0.000","0.000","21.100","0.810","967.900","","0.000","-99.000","-99.000","-99.000","22.000","","20.600",""
"C0O950","2020-04-30 03:00:00","4.000","0.000","0.000","21.500","1.000","1014.400","","0.000","-99.000","-99.000","-99.000","22.700","","21.500",""
"C0M760","2020-04-30 03:00:00","40.000","349.000","0.600","21.500","0.920","1011.500","","0.000","-99.000","-99.000","-99.000","22.500","","21.400",""
"C0AH70","2020-04-30 03:00:00","34.000","293.000","0.300","22.500","0.620","1012.600","","0.000","-99.000","-99.000","-99.000","24.000","","22.500",""
"C0V250","2020-04-30 03:00:00","298.000","33.000","1.600","21.200","0.880","981.600","","0.000","-99.000","-99.000","-99.000","22.300","","21.000",""
"C0U980","2020-04-30 03:00:00","573.000","105.000","1.500","17.100","0.980","953.200","","0.000","-99.000","-99.000","-99.000","17.200","","16.600",""
"C0S740","2020-04-30 03:00:00","289.000","6.000","0.700","19.200","0.980","985.700","","0.000","-99.000","-99.000","-99.000","19.500","","19.000",""
"C0A940","2020-04-30 03:00:00","49.000","0.000","0.000","19.300","0.880","1010.800","","0.000","-99.000","-99.000","-99.000","21.700","","19.000",""
"C0A920","2020-04-30 03:00:00","196.000","195.000","1.100","21.300","0.740","993.100","","-99.000","-99.000","-99.000","-99.000","22.000","","20.900",""
"C0T870","2020-04-30 03:00:00","135.000","0.000","0.000","16.300","0.990","1002.000","","0.000","-99.000","-99.000","-99.000","18.400","","16.300",""
"C0O930","2020-04-30 03:00:00","69.000","58.000","0.400","20.400","1.000","1007.700","","0.000","-99.000","-99.000","-99.000","22.400","","20.300",""
"C0AI40","2020-04-30 03:00:00","37.000","69.000","1.400","22.700","0.680","1012.300","","0.000","-99.000","-99.000","-99.000","24.400","","22.700",""
"C0C460","2020-04-30 03:00:00","482.000","0.000","0.000","18.800","0.670","962.800","","0.000","-99.000","-99.000","-99.000","20.300","","18.600",""
"C0T9D0","2020-04-30 03:00:00","7.000","0.000","0.000","18.700","0.960","1017.300","","0.000","-99.000","-99.000","-99.000","20.200","","18.700",""
"C0I390","2020-04-30 03:00:00","1184.000","89.000","1.500","13.800","0.850","889.300","","0.000","-99.000","-99.000","-99.000","15.000","","13.700",""
"C0B020","2020-04-30 03:00:00","86.000","0.000","0.000","22.900","0.690","1004.800","","-99.000","-99.000","-99.000","-99.000","22.900","","22.400",""
"CM0170","2020-04-30 03:00:00","106.000","101.000","3.100","20.500","0.950","1004.900","","0.000","-99.000","-99.000","-99.000","20.500","","19.500",""
"C0F860","2020-04-30 03:00:00","2215.000","193.000","0.500","8.600","1.000","784.200","","0.000","-99.000","-99.000","-99.000","10.200","","8.600",""
"C0U890","2020-04-30 03:00:00","116.000","270.000","1.700","18.500","0.990","1004.900","","0.000","-99.000","-99.000","-99.000","19.600","","18.500",""
"C0G800","2020-04-30 03:00:00","15.000","0.000","0.000","21.100","0.990","1014.000","","0.000","-99.000","-99.000","-99.000","21.600","","21.000",""
"C0F850","2020-04-30 03:00:00","379.000","137.000","0.700","18.300","0.830","972.900","","0.000","-99.000","-99.000","-99.000","19.400","","18.300",""
"C0AH50","2020-04-30 03:00:00","275.000","0.000","0.000","21.300","0.790","984.500","","0.000","-99.000","-99.000","-99.000","21.600","","21.200",""
"C0Z160","2020-04-30 03:00:00","124.000","157.000","0.700","18.000","0.980","1006.500","","0.500","-99.000","-99.000","-99.000","18.900","","17.600",""
"C0R540","2020-04-30 03:00:00","17.000","40.000","0.700","23.400","0.810","1013.400","","0.000","-99.000","-99.000","-99.000","24.700","","23.400",""
"C0K480","2020-04-30 03:00:00","56.000","353.000","0.600","21.100","0.990","1009.300","","0.000","-99.000","-99.000","-99.000","22.400","","21.100",""
"C0H890","2020-04-30 03:00:00","440.000","0.000","0.000","18.700","0.900","966.000","","0.000","-99.000","-99.000","-99.000","19.900","","18.700",""
"C0S770","2020-04-30 03:00:00","375.000","0.000","0.200","20.100","0.860","974.000","","0.000","-99.000","-99.000","-99.000","20.400","","19.400",""
"C0X230","2020-04-30 03:00:00","29.000","336.000","0.800","21.500","0.900","1013.800","","0.000","-99.000","-99.000","-99.000","22.000","","21.300",""
"C0R490","2020-04-30 03:00:00","49.000","19.000","0.600","22.900","0.920","1009.500","","0.000","-99.000","-99.000","-99.000","24.100","","22.800",""
"C0V440","2020-04-30 03:00:00","27.000","0.000","0.000","23.400","0.880","1012.000","","0.000","-99.000","-99.000","-99.000","24.900","","23.400",""
"C0SA40","2020-04-30 03:00:00","200.000","0.000","0.000","18.900","0.970","995.000","","0.000","-99.000","-99.000","-99.000","19.600","","18.500",""
"C0Z280","2020-04-30 03:00:00","224.000","0.000","0.000","18.900","0.990","993.500","","0.000","-99.000","-99.000","-99.000","19.000","","18.400",""
"C0Z070","2020-04-30 03:00:00","247.000","0.000","0.000","18.700","0.990","988.900","","0.000","-99.000","-99.000","-99.000","19.000","","18.600",""
"CM0180","2020-04-30 03:00:00","313.000","0.000","0.100","20.000","0.890","981.200","","0.000","-99.000","-99.000","-99.000","21.500","","19.800",""
"C0T9N0","2020-04-30 03:00:00","261.000","69.000","0.600","19.300","0.970","988.200","","0.000","-99.000","-99.000","-99.000","19.700","","19.200",""
"C0R800","2020-04-30 03:00:00","131.000","132.000","1.300","23.000","0.760","1000.800","","0.000","-99.000","-99.000","-99.000","23.300","","23.000",""
"C0K470","2020-04-30 03:00:00","97.000","106.000","1.400","19.300","0.990","1004.700","","0.000","-99.000","-99.000","-99.000","20.300","","19.300",""
"C0R720","2020-04-30 03:00:00","214.000","349.000","4.600","21.800","0.850","992.100","","0.000","-99.000","-99.000","-99.000","22.100","","21.400",""
"C0V650","2020-04-30 03:00:00","28.000","78.000","0.700","23.300","0.910","1014.300","","0.000","-99.000","-99.000","-99.000","24.700","","23.300",""
"C0R830","2020-04-30 03:00:00","383.000","40.000","2.800","20.200","0.910","972.300","","0.000","-99.000","-99.000","-99.000","20.300","","19.900",""
"C0H9C0","2020-04-30 03:00:00","3402.000","277.000","1.200","4.800","0.210","679.100","","0.000","-99.000","-99.000","-99.000","4.800","","2.800",""
"C0U780","2020-04-30 03:00:00","15.000","265.000","1.500","19.100","0.990","1015.800","","0.000","-99.000","-99.000","-99.000","20.600","","19.100",""
"C0U760","2020-04-30 03:00:00","22.000","0.000","0.000","18.100","0.990","1016.300","","0.000","-99.000","-99.000","-99.000","18.900","","18.100",""
"C0X290","2020-04-30 03:00:00","10.000","37.000","0.800","23.200","0.890","1014.800","","0.000","-99.000","-99.000","-99.000","23.400","","22.600",""
"C0E830","2020-04-30 03:00:00","37.000","108.000","0.800","20.300","0.890","1011.600","","0.000","-99.000","-99.000","-99.000","20.500","","20.100",""
"C0K330","2020-04-30 03:00:00","38.000","317.000","1.100","20.900","1.000","1011.300","","0.000","-99.000","-99.000","-99.000","22.200","","20.900",""
"C0M660","2020-04-30 03:00:00","40.000","348.000","0.400","21.100","0.970","1011.900","","0.000","-99.000","-99.000","-99.000","21.900","","21.100",""
"C0D580","2020-04-30 03:00:00","120.000","0.000","0.000","16.900","0.980","1002.600","","0.000","-99.000","-99.000","-99.000","17.800","","16.900",""
"C0R640","2020-04-30 03:00:00","21.000","45.000","2.300","23.900","0.900","1013.100","","0.000","-99.000","-99.000","-99.000","25.100","","23.900",""
"C0E810","2020-04-30 03:00:00","53.000","0.000","0.000","18.500","0.990","1010.600","","0.000","-99.000","-99.000","-99.000","18.500","","17.900",""
"C0G830","2020-04-30 03:00:00","27.000","0.000","0.000","21.800","1.000","1012.200","","0.000","-99.000","-99.000","-99.000","22.800","","21.800",""
"C0A550","2020-04-30 03:00:00","422.000","0.000","0.100","18.800","0.980","969.100","","0.000","-99.000","-99.000","-99.000","19.500","","18.800",""
"C0G750","2020-04-30 03:00:00","31.000","0.000","0.000","20.400","0.940","1013.400","","-99.000","-99.000","-99.000","-99.000","21.200","","20.400",""
"C0Z270","2020-04-30 03:00:00","343.000","247.000","2.600","17.900","0.990","978.800","","0.000","-99.000","-99.000","-99.000","19.000","","17.900",""
"C0UA30","2020-04-30 03:00:00","1397.000","0.000","0.000","14.100","1.000","864.000","","0.000","-99.000","-99.000","-99.000","14.400","","12.400",""
"C0I080","2020-04-30 03:00:00","536.000","0.000","0.000","17.900","0.850","958.800","","0.000","-99.000","-99.000","-99.000","18.600","","17.800",""
"C0UA00","2020-04-30 03:00:00","392.000","169.000","1.000","16.100","0.940","973.800","","0.000","-99.000","-99.000","-99.000","18.800","","16.100",""
"C0AD40","2020-04-30 03:00:00","32.000","166.000","1.200","18.200","0.920","1012.400","","0.000","-99.000","-99.000","-99.000","19.700","","18.200",""
"C0G900","2020-04-30 03:00:00","20.000","83.000","0.900","22.400","0.900","1013.000","","0.000","-99.000","-99.000","-99.000","23.300","","22.400",""
"C0S660","2020-04-30 03:00:00","794.000","284.000","0.600","16.800","0.810","930.600","","0.000","-99.000","-99.000","-99.000","17.800","","16.700",""
"C0M640","2020-04-30 03:00:00","155.000","0.000","0.000","21.700","0.820","997.900","","0.000","-99.000","-99.000","-99.000","22.300","","21.700",""
"C0R660","2020-04-30 03:00:00","20.000","0.000","0.000","22.800","0.790","1013.900","","0.000","-99.000","-99.000","-99.000","24.000","","22.600",""
"C0UA10","2020-04-30 03:00:00","1711.000","317.000","1.400","8.600","1.000","835.300","","0.000","-99.000","-99.000","-99.000","9.700","","8.600",""
"C0V770","2020-04-30 03:00:00","26.000","81.000","0.600","23.400","0.830","1012.500","","0.000","-99.000","-99.000","-99.000","24.000","","23.300",""
"C0E730","2020-04-30 03:00:00","26.000","140.000","0.700","20.900","0.870","1011.800","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0V810","2020-04-30 03:00:00","32.000","48.000","0.800","23.700","0.870","1010.900","","0.000","-99.000","-99.000","-99.000","24.200","","23.700",""
"C0A9C0","2020-04-30 03:00:00","35.000","0.000","0.200","20.700","0.810","1012.500","","0.000","-99.000","-99.000","-99.000","23.700","","20.700",""
"C0X310","2020-04-30 03:00:00","9.000","10.000","1.400","22.900","0.840","1015.600","","0.000","-99.000","-99.000","-99.000","23.200","","22.700",""
"C0K280","2020-04-30 03:00:00","23.000","0.000","0.000","19.000","1.000","1015.500","","0.000","-99.000","-99.000","-99.000","19.900","","19.000",""
"C0M650","2020-04-30 03:00:00","20.000","348.000","0.400","21.400","0.940","1014.000","","0.000","-99.000","-99.000","-99.000","21.900","","21.400",""
"C0S910","2020-04-30 03:00:00","212.000","112.000","2.100","22.800","0.990","993.700","","0.000","7.500","98.000","","23.000","","22.800",""
"C0D570","2020-04-30 03:00:00","15.000","0.000","0.000","19.200","1.000","1014.700","","0.000","-99.000","-99.000","-99.000","19.300","","18.800",""
"C0M710","2020-04-30 03:00:00","15.000","12.000","0.600","22.200","0.920","1014.400","","0.000","-99.000","-99.000","-99.000","22.600","","22.100",""
"C0V490","2020-04-30 03:00:00","20.000","354.000","1.900","24.500","0.990","1013.500","","0.000","-99.000","-99.000","-99.000","24.900","","24.500",""
"C0E870","2020-04-30 03:00:00","34.000","137.000","1.000","20.000","0.990","1014.000","","0.000","-99.000","-99.000","-99.000","20.200","","19.700",""
"C0M800","2020-04-30 03:00:00","440.000","102.000","0.300","18.800","0.900","967.100","","0.000","-99.000","-99.000","-99.000","20.200","","18.700",""
"C0A570","2020-04-30 03:00:00","360.000","0.000","0.200","16.300","0.970","976.100","","0.000","-99.000","-99.000","-99.000","17.700","","16.300",""
"C0S790","2020-04-30 03:00:00","236.000","282.000","2.400","20.000","0.830","991.600","","0.000","-99.000","-99.000","-99.000","20.300","","19.200",""
"C0D590","2020-04-30 03:00:00","143.000","192.000","0.800","20.500","0.910","1001.300","","0.000","-99.000","-99.000","-99.000","20.600","","19.500",""
"C0U990","2020-04-30 03:00:00","31.000","240.000","0.800","19.200","0.950","1014.300","","0.000","-99.000","-99.000","-99.000","20.100","","19.100",""
"C0A970","2020-04-30 03:00:00","96.000","208.000","5.200","19.900","0.990","1005.800","","0.000","-99.000","-99.000","-99.000","21.700","","19.900",""
"CM0110","2020-04-30 03:00:00","7.000","43.000","0.300","21.500","0.840","1015.500","","-99.000","-99.000","-99.000","-99.000","22.100","","21.500",""
"C0S940","2020-04-30 03:00:00","150.000","309.000","1.300","21.900","0.820","999.600","","0.000","-99.000","-99.000","-99.000","21.900","","21.200",""
"C0X250","2020-04-30 03:00:00","33.000","304.000","1.100","22.100","0.870","1012.100","","0.000","-99.000","-99.000","-99.000","23.600","","22.100",""
"C0K520","2020-04-30 03:00:00","10.000","5.000","0.900","21.200","0.960","1014.000","","0.000","-99.000","-99.000","-99.000","21.300","","20.900",""
"C0Z200","2020-04-30 03:00:00","153.000","292.000","0.300","17.300","0.950","1001.100","","0.000","-99.000","-99.000","-99.000","18.500","","17.200",""
"C0V740","2020-04-30 03:00:00","60.000","353.000","1.700","22.100","0.970","1009.900","","0.000","-99.000","-99.000","-99.000","23.200","","22.100",""
"C0V790","2020-04-30 03:00:00","410.000","27.000","1.700","20.500","0.790","968.800","","0.000","-99.000","-99.000","-99.000","21.800","","20.500",""
"C0G860","2020-04-30 03:00:00","45.000","336.000","0.700","22.200","0.850","1010.800","","0.000","-99.000","-99.000","-99.000","23.000","","22.200",""
