"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0B020","2020-04-30 09:00:00","86.000","104.000","2.300","25.600","0.710","1006.400","","-99.000","-99.000","-99.000","-99.000","25.800","","20.500",""
"CM0170","2020-04-30 09:00:00","106.000","254.000","0.800","26.000","0.560","1006.000","","0.000","-99.000","-99.000","-99.000","26.000","","18.800",""
"C0F860","2020-04-30 09:00:00","2215.000","228.000","1.000","15.800","0.400","785.200","","0.000","-99.000","-99.000","-99.000","15.800","","7.800",""
"C0U890","2020-04-30 09:00:00","116.000","96.000","1.200","24.800","0.710","1006.200","","0.000","-99.000","-99.000","-99.000","25.100","","18.200",""
"C0G800","2020-04-30 09:00:00","15.000","12.000","2.100","25.700","0.840","1015.300","","0.000","-99.000","-99.000","-99.000","25.700","","20.300",""
"C0F850","2020-04-30 09:00:00","379.000","304.000","2.000","25.100","0.430","973.600","","0.000","-99.000","-99.000","-99.000","25.600","","16.800",""
"C0AH50","2020-04-30 09:00:00","275.000","125.000","1.000","23.900","0.690","986.200","","0.000","-99.000","-99.000","-99.000","23.900","","19.800",""
"C0Z160","2020-04-30 09:00:00","124.000","229.000","0.500","24.000","0.660","1007.600","","0.500","-99.000","-99.000","-99.000","24.000","","17.200",""
"C0R540","2020-04-30 09:00:00","17.000","224.000","2.500","27.200","0.670","1014.400","","0.000","-99.000","-99.000","-99.000","27.500","","22.500",""
"C0K480","2020-04-30 09:00:00","56.000","25.000","0.400","26.400","0.670","1010.500","","0.000","-99.000","-99.000","-99.000","26.400","","20.600",""
"C0H890","2020-04-30 09:00:00","440.000","0.000","0.000","25.400","0.550","966.500","","0.000","-99.000","-99.000","-99.000","25.400","","17.500",""
"C0S770","2020-04-30 09:00:00","375.000","136.000","0.900","22.600","0.790","975.500","","0.000","-99.000","-99.000","-99.000","22.900","","19.400",""
"C0X230","2020-04-30 09:00:00","29.000","339.000","1.700","25.700","0.710","1015.200","","0.000","-99.000","-99.000","-99.000","25.900","","20.400",""
"C0B010","2020-04-30 09:00:00","38.000","217.000","0.500","26.600","0.630","1010.800","","0.000","-99.000","-99.000","-99.000","26.600","","18.600",""
"C0R490","2020-04-30 09:00:00","49.000","11.000","2.000","27.500","0.580","1010.500","","0.000","-99.000","-99.000","-99.000","27.500","","22.500",""
"C0V440","2020-04-30 09:00:00","27.000","200.000","1.100","29.400","0.540","1013.100","","0.000","-99.000","-99.000","-99.000","29.400","","23.100",""
"C0SA40","2020-04-30 09:00:00","200.000","300.000","0.600","23.000","0.700","996.300","","0.000","-99.000","-99.000","-99.000","23.000","","18.200",""
"C0Z280","2020-04-30 09:00:00","224.000","0.000","0.100","24.200","0.900","994.600","","0.000","-99.000","-99.000","-99.000","24.200","","18.400",""
"C0Z070","2020-04-30 09:00:00","247.000","0.000","0.000","21.900","0.990","990.200","","0.000","-99.000","-99.000","-99.000","21.900","","18.200",""
"CM0180","2020-04-30 09:00:00","313.000","179.000","0.400","27.800","0.510","982.100","","0.000","-99.000","-99.000","-99.000","27.800","","19.500",""
"C0T9N0","2020-04-30 09:00:00","261.000","77.000","0.300","22.600","0.730","989.300","","0.000","-99.000","-99.000","-99.000","22.600","","18.600",""
"C0R800","2020-04-30 09:00:00","131.000","95.000","1.900","26.200","0.660","1001.800","","0.000","7.600","115.000","","26.300","","23.000",""
"C0K470","2020-04-30 09:00:00","97.000","313.000","0.300","27.000","0.540","1005.800","","0.000","-99.000","-99.000","-99.000","27.000","","18.600",""
"C0R720","2020-04-30 09:00:00","214.000","352.000","4.100","22.600","0.850","993.900","","0.000","-99.000","-99.000","-99.000","22.800","","21.400",""
"C0V650","2020-04-30 09:00:00","28.000","359.000","2.600","27.400","0.640","1015.500","","0.000","-99.000","-99.000","-99.000","27.400","","23.300",""
"C0R830","2020-04-30 09:00:00","383.000","52.000","4.100","23.000","0.830","974.000","","0.000","-99.000","-99.000","-99.000","23.000","","19.900",""
"C0H9C0","2020-04-30 09:00:00","3402.000","223.000","0.800","10.000","0.220","681.100","","0.000","-99.000","-99.000","-99.000","10.000","","1.500",""
"C0U780","2020-04-30 09:00:00","15.000","12.000","0.500","25.500","0.670","1017.200","","0.000","-99.000","-99.000","-99.000","25.500","","18.600",""
"C0U760","2020-04-30 09:00:00","22.000","137.000","1.500","26.500","0.700","1017.400","","0.000","-99.000","-99.000","-99.000","26.500","","17.700",""
"C0X290","2020-04-30 09:00:00","10.000","354.000","2.200","24.900","0.800","1016.200","","0.000","-99.000","-99.000","-99.000","24.900","","22.600",""
"C0E830","2020-04-30 09:00:00","37.000","337.000","2.000","24.200","0.820","1012.900","","0.000","-99.000","-99.000","-99.000","24.200","","20.100",""
"C0K330","2020-04-30 09:00:00","38.000","29.000","0.600","26.000","0.750","1012.500","","0.000","-99.000","-99.000","-99.000","26.000","","20.500",""
"C0M660","2020-04-30 09:00:00","40.000","299.000","0.700","25.500","0.690","1013.200","","0.000","-99.000","-99.000","-99.000","25.500","","20.300",""
"C0D580","2020-04-30 09:00:00","120.000","0.000","0.000","23.800","0.750","1003.800","","0.000","-99.000","-99.000","-99.000","23.800","","16.900",""
"C0R640","2020-04-30 09:00:00","21.000","240.000","1.800","26.700","0.750","1014.400","","0.000","-99.000","-99.000","-99.000","27.300","","23.300",""
"C0E810","2020-04-30 09:00:00","53.000","349.000","1.400","25.700","0.840","1011.900","","0.000","-99.000","-99.000","-99.000","25.700","","17.900",""
"C0A550","2020-04-30 09:00:00","422.000","125.000","0.300","23.200","0.840","970.900","","0.000","-99.000","-99.000","-99.000","23.200","","17.000",""
"C0G750","2020-04-30 09:00:00","31.000","316.000","1.000","26.300","0.670","1014.700","","-99.000","-99.000","-99.000","-99.000","26.300","","20.100",""
"C0I110","2020-04-30 09:00:00","161.000","324.000","1.200","27.200","0.610","999.400","","0.000","-99.000","-99.000","-99.000","27.200","","20.400",""
"C0V370","2020-04-30 09:00:00","74.000","300.000","0.800","28.000","0.630","1009.000","","0.000","-99.000","-99.000","-99.000","28.000","","19.900",""
"C0C690","2020-04-30 09:00:00","242.000","142.000","0.800","25.100","0.550","990.200","","0.000","-99.000","-99.000","-99.000","25.100","","18.600",""
"C0A540","2020-04-30 09:00:00","401.000","150.000","0.400","24.000","0.720","974.000","","0.000","-99.000","-99.000","-99.000","24.000","","16.600",""
"C0SA60","2020-04-30 09:00:00","6.000","341.000","1.600","26.100","0.620","1017.200","","0.000","-99.000","-99.000","-99.000","26.200","","20.800",""
"C0O960","2020-04-30 09:00:00","112.000","337.000","0.800","26.800","0.700","1003.300","","0.000","-99.000","-99.000","-99.000","26.800","","20.600",""
"C0E880","2020-04-30 09:00:00","507.000","281.000","1.700","23.000","0.940","960.400","","0.000","-99.000","-99.000","-99.000","23.500","","18.500",""
"C0AH10","2020-04-30 09:00:00","30.000","30.000","0.900","27.100","0.580","1013.600","","0.000","-99.000","-99.000","-99.000","27.100","","21.300",""
"C0R820","2020-04-30 09:00:00","588.000","258.000","1.100","25.600","0.620","952.300","","0.000","-99.000","-99.000","-99.000","25.600","","18.700",""
"C0R680","2020-04-30 09:00:00","13.000","65.000","5.100","26.300","0.760","1015.900","","0.000","11.300","82.000","","26.900","","24.200",""
"C0X210","2020-04-30 09:00:00","38.000","10.000","0.600","26.100","0.730","1011.100","","0.000","-99.000","-99.000","-99.000","26.100","","20.400",""
"C0D430","2020-04-30 09:00:00","87.000","0.000","0.000","25.300","0.770","1006.500","","0.000","-99.000","-99.000","-99.000","25.300","","17.000",""
"C0AD30","2020-04-30 09:00:00","20.000","0.000","0.200","26.700","0.550","1013.400","","0.000","-99.000","-99.000","-99.000","26.700","","21.300",""
"C0R240","2020-04-30 09:00:00","87.000","31.000","1.100","29.300","0.540","1006.200","","0.000","-99.000","-99.000","-99.000","29.300","","20.400",""
"C0AI30","2020-04-30 09:00:00","26.000","0.000","0.000","26.600","0.650","1015.300","","0.000","-99.000","-99.000","-99.000","26.600","","21.000",""
"C0U960","2020-04-30 09:00:00","1885.000","182.000","2.200","15.600","0.740","818.300","","0.500","-99.000","-99.000","-99.000","15.600","","4.800",""
"C0T9E0","2020-04-30 09:00:00","415.000","139.000","0.400","24.200","0.700","972.800","","0.000","-99.000","-99.000","-99.000","24.600","","17.100",""
"C0D550","2020-04-30 09:00:00","1956.000","0.000","0.000","16.500","0.250","815.400","","0.000","-99.000","-99.000","-99.000","16.800","","10.800",""
"C0C630","2020-04-30 09:00:00","209.000","147.000","0.300","25.400","0.560","993.700","","0.000","-99.000","-99.000","-99.000","25.400","","19.400",""
"C0S700","2020-04-30 10:00:00","507.000","69.000","0.800","23.600","0.730","962.000","","0.000","-99.000","-99.000","-99.000","23.600","","16.300",""
"C0A560","2020-04-30 10:00:00","405.000","15.000","0.300","28.400","0.530","971.400","","0.000","-99.000","-99.000","-99.000","28.400","","14.200",""
"C0X190","2020-04-30 10:00:00","10.000","18.000","2.000","27.600","0.650","1014.900","","0.000","-99.000","-99.000","-99.000","27.600","","22.600",""
"C0S950","2020-04-30 10:00:00","415.000","42.000","1.800","22.800","0.790","970.500","","0.000","-99.000","-99.000","-99.000","23.000","","18.400",""
"C0A880","2020-04-30 10:00:00","6.000","172.000","1.300","27.600","0.660","1015.800","","0.000","-99.000","-99.000","-99.000","27.600","","19.600",""
"C0I530","2020-04-30 10:00:00","3014.000","217.000","4.400","10.000","0.500","-99.000","","-99.000","-99.000","-99.000","-99.000","11.300","","2.500",""
"C0M670","2020-04-30 10:00:00","43.000","6.000","0.900","26.900","0.640","1011.400","","0.000","-99.000","-99.000","-99.000","26.900","","20.800",""
"C0Z061","2020-04-30 10:00:00","174.000","312.000","1.200","26.800","0.590","1001.200","","0.000","-99.000","-99.000","-99.000","26.800","","18.100",""
"C0M730","2020-04-30 10:00:00","40.000","329.000","1.000","30.100","0.550","1011.400","","0.000","-99.000","-99.000","-99.000","30.100","","21.600",""
"C0U750","2020-04-30 10:00:00","398.000","186.000","2.700","21.000","0.880","972.800","","0.000","-99.000","-99.000","-99.000","21.200","","18.600",""
"C0A650","2020-04-30 10:00:00","287.000","36.000","1.000","30.300","0.620","984.500","","0.000","-99.000","-99.000","-99.000","30.300","","14.100",""
"C0K400","2020-04-30 10:00:00","65.000","290.000","1.300","27.100","0.600","1009.900","","0.000","-99.000","-99.000","-99.000","27.100","","20.000",""
"C0I370","2020-04-30 10:00:00","671.000","49.000","1.200","26.600","0.480","942.400","","0.000","-99.000","-99.000","-99.000","26.600","","16.700",""
"C0S750","2020-04-30 10:00:00","2280.000","103.000","0.300","17.100","0.740","777.300","","0.000","-99.000","-99.000","-99.000","17.100","","6.500",""
"C0R650","2020-04-30 10:00:00","29.000","304.000","2.300","29.200","0.550","1014.100","","0.000","-99.000","-99.000","-99.000","29.500","","22.200",""
"C0E740","2020-04-30 10:00:00","27.000","297.000","1.000","28.000","0.680","1015.300","","0.000","-99.000","-99.000","-99.000","28.000","","19.500",""
"C0AI20","2020-04-30 10:00:00","25.000","23.000","2.500","23.300","0.740","1014.900","","0.000","-99.000","-99.000","-99.000","23.800","","18.900",""
"C0E550","2020-04-30 10:00:00","84.000","88.000","1.200","26.200","0.610","1008.800","","0.000","-99.000","-99.000","-99.000","26.200","","18.200",""
"C0X060","2020-04-30 10:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AC60","2020-04-30 10:00:00","55.000","0.000","0.200","27.200","0.490","1010.900","","0.000","-99.000","-99.000","-99.000","27.200","","18.900",""
"C0UA70","2020-04-30 10:00:00","547.000","151.000","2.200","22.000","0.990","956.900","","0.000","7.800","171.000","","22.100","","17.700",""
"C0G740","2020-04-30 10:00:00","24.000","347.000","1.400","26.300","0.720","1014.300","","0.000","-99.000","-99.000","-99.000","26.300","","20.300",""
"C0F9N0","2020-04-30 10:00:00","75.000","245.000","2.100","28.600","0.540","1008.100","","0.000","-99.000","-99.000","-99.000","29.100","","21.300",""
"C0F9T0","2020-04-30 10:00:00","111.000","296.000","2.100","27.500","0.560","1003.300","","0.000","-99.000","-99.000","-99.000","27.500","","21.500",""
"C0S710","2020-04-30 10:00:00","382.000","36.000","1.400","23.100","0.680","975.900","","0.000","-99.000","-99.000","-99.000","23.100","","18.600",""
"C0M680","2020-04-30 10:00:00","37.000","335.000","0.700","27.800","0.650","1014.100","","0.000","-99.000","-99.000","-99.000","28.200","","20.400",""
"C0X220","2020-04-30 10:00:00","26.000","342.000","2.600","25.500","0.720","1013.700","","0.000","-99.000","-99.000","-99.000","25.700","","20.900",""
"C0R560","2020-04-30 10:00:00","22.000","312.000","1.300","28.900","0.560","1014.400","","0.000","-99.000","-99.000","-99.000","28.900","","22.600",""
"C0F9P0","2020-04-30 10:00:00","26.000","25.000","1.200","25.900","0.840","1014.700","","0.000","-99.000","-99.000","-99.000","26.000","","20.200",""
"C0O970","2020-04-30 10:00:00","71.000","320.000","1.900","28.800","0.620","1008.400","","0.000","-99.000","-99.000","-99.000","29.000","","20.400",""
"C0F0B0","2020-04-30 10:00:00","311.000","310.000","1.700","26.900","0.500","981.800","","0.000","-99.000","-99.000","-99.000","26.900","","17.100",""
"C0R700","2020-04-30 10:00:00","19.000","283.000","3.500","26.900","0.670","1014.800","","0.000","-99.000","-99.000","-99.000","27.800","","23.000",""
"C0R780","2020-04-30 10:00:00","72.000","7.000","5.700","26.000","0.760","1010.400","","0.000","-99.000","-99.000","-99.000","26.000","","23.000",""
"C0R620","2020-04-30 10:00:00","34.000","36.000","3.700","27.200","0.750","1013.900","","0.000","9.400","32.000","","27.700","","24.400",""
"C0C660","2020-04-30 10:00:00","176.000","356.000","1.000","25.800","0.620","997.300","","0.000","-99.000","-99.000","-99.000","25.800","","19.400",""
"C0SA10","2020-04-30 10:00:00","411.000","38.000","0.400","26.800","0.640","971.600","","0.000","-99.000","-99.000","-99.000","26.800","","18.400",""
"C0M740","2020-04-30 10:00:00","15.000","327.000","1.700","26.800","0.670","1014.300","","0.000","-99.000","-99.000","-99.000","27.100","","20.700",""
"C0K460","2020-04-30 10:00:00","60.000","350.000","0.700","26.900","0.650","1009.000","","0.000","-99.000","-99.000","-99.000","27.000","","20.800",""
"C0X100","2020-04-30 10:00:00","10.000","341.000","2.000","27.800","0.560","1013.400","","0.000","-99.000","-99.000","-99.000","27.800","","23.000",""
"C0K560","2020-04-30 10:00:00","117.000","10.000","1.000","29.000","0.530","1004.000","","0.000","-99.000","-99.000","-99.000","29.000","","19.200",""
"C0R150","2020-04-30 10:00:00","105.000","295.000","1.300","31.000","0.410","1003.200","","0.000","-99.000","-99.000","-99.000","31.000","","22.000",""
"C0S690","2020-04-30 10:00:00","522.000","28.000","2.000","23.500","0.760","959.100","","0.000","-99.000","-99.000","-99.000","23.900","","18.200",""
"C0U870","2020-04-30 10:00:00","474.000","112.000","1.100","24.900","0.670","965.200","","0.000","-99.000","-99.000","-99.000","24.900","","17.600",""
"C0A520","2020-04-30 10:00:00","48.000","112.000","1.600","27.700","0.530","1011.900","","0.000","-99.000","-99.000","-99.000","27.900","","18.900",""
"C0X130","2020-04-30 10:00:00","27.000","331.000","1.500","28.000","0.640","1012.900","","0.000","-99.000","-99.000","-99.000","28.000","","22.000",""
"C0V400","2020-04-30 10:00:00","56.000","357.000","2.900","28.600","0.560","1009.300","","0.000","-99.000","-99.000","-99.000","28.600","","22.000",""
"C0UA40","2020-04-30 10:00:00","1121.000","43.000","1.500","18.200","0.950","894.200","","0.000","-99.000","-99.000","-99.000","20.400","","14.000",""
"C0G720","2020-04-30 10:00:00","50.000","281.000","0.700","26.700","0.670","1010.600","","0.000","-99.000","-99.000","-99.000","26.700","","20.600",""
"C0G890","2020-04-30 10:00:00","24.000","346.000","2.600","25.800","0.940","1014.000","","0.000","-99.000","-99.000","-99.000","25.800","","21.900",""
"C0I540","2020-04-30 10:00:00","3344.000","-99.000","-99.000","7.900","0.520","686.300","","-99.000","-99.000","-99.000","-99.000","8.800","","1.600",""
"C0K390","2020-04-30 10:00:00","31.000","62.000","0.500","28.000","0.630","1013.200","","0.000","-99.000","-99.000","-99.000","28.000","","20.700",""
"C0R730","2020-04-30 10:00:00","163.000","73.000","5.400","28.700","0.600","998.500","","0.000","10.500","68.000","","28.900","","22.200",""
"C0T9A0","2020-04-30 10:00:00","498.000","161.000","0.500","24.100","0.760","962.500","","0.000","-99.000","-99.000","-99.000","24.400","","16.800",""
"C0AH40","2020-04-30 10:00:00","426.000","177.000","0.900","25.500","0.660","965.700","","0.000","-99.000","-99.000","-99.000","25.500","","18.200",""
"C0X280","2020-04-30 10:00:00","22.000","339.000","4.100","25.900","0.740","1014.500","","0.000","-99.000","-99.000","-99.000","25.900","","21.300",""
"C0V620","2020-04-30 10:00:00","18.000","284.000","2.000","27.500","0.710","1014.400","","0.000","-99.000","-99.000","-99.000","27.500","","23.000",""
"C0H960","2020-04-30 10:00:00","120.000","112.000","0.500","28.400","0.510","1001.700","","0.000","-99.000","-99.000","-99.000","28.400","","20.600",""
"C0M530","2020-04-30 10:00:00","1385.000","189.000","0.400","19.100","0.740","872.500","","0.000","-99.000","-99.000","-99.000","19.800","","13.800",""
"C0R170","2020-04-30 10:00:00","26.000","144.000","0.700","30.500","0.460","1013.500","","0.000","-99.000","-99.000","-99.000","30.700","","21.900",""
"C0I420","2020-04-30 10:00:00","305.000","226.000","3.200","28.300","0.470","981.700","","0.000","-99.000","-99.000","-99.000","28.300","","16.900",""
"C0A640","2020-04-30 10:00:00","241.000","220.000","0.300","26.800","0.570","992.100","","0.000","-99.000","-99.000","-99.000","26.900","","17.400",""
"C0A930","2020-04-30 10:00:00","216.000","139.000","0.900","25.800","0.700","991.100","","0.000","-99.000","-99.000","-99.000","25.800","","17.000",""
"C0F9M0","2020-04-30 10:00:00","230.000","314.000","0.900","27.200","0.520","990.400","","0.000","-99.000","-99.000","-99.000","27.200","","19.700",""
"C0AC40","2020-04-30 10:00:00","1079.000","0.000","0.200","21.400","0.760","898.100","","0.000","5.500","252.000","","22.200","","13.800",""
"C0AI00","2020-04-30 10:00:00","188.000","0.000","0.000","27.700","0.550","996.700","","0.000","-99.000","-99.000","-99.000","28.200","","19.000",""
"C0T9M0","2020-04-30 10:00:00","92.000","94.000","1.500","28.000","0.660","1009.500","","0.000","-99.000","-99.000","-99.000","28.000","","20.200",""
"C0S960","2020-04-30 10:00:00","32.000","42.000","2.800","26.100","0.700","1014.400","","0.000","-99.000","-99.000","-99.000","26.500","","21.900",""
"C0K430","2020-04-30 10:00:00","30.000","33.000","0.300","28.000","0.590","1014.200","","0.000","-99.000","-99.000","-99.000","28.200","","20.200",""
"C0Z170","2020-04-30 10:00:00","199.000","77.000","2.200","26.300","0.590","996.800","","0.000","-99.000","-99.000","-99.000","26.600","","18.600",""
"C0Z100","2020-04-30 10:00:00","36.000","136.000","0.600","27.700","0.620","1015.800","","0.000","-99.000","-99.000","-99.000","27.700","","17.700",""
"C0U710","2020-04-30 10:00:00","1942.000","0.000","0.200","17.400","0.310","813.000","","0.000","-99.000","-99.000","-99.000","17.400","","8.500",""
"C0SA30","2020-04-30 10:00:00","92.000","57.000","1.700","25.900","0.740","1008.700","","0.000","-99.000","-99.000","-99.000","25.900","","21.300",""
"C0V500","2020-04-30 10:00:00","6.000","272.000","0.600","27.600","0.700","1014.100","","0.000","-99.000","-99.000","-99.000","28.000","","24.100",""
"CM0160","2020-04-30 10:00:00","159.000","310.000","0.800","30.300","0.410","999.900","","0.000","-99.000","-99.000","-99.000","30.400","","18.600",""
"C0V350","2020-04-30 10:00:00","36.000","136.000","1.600","32.400","0.510","1013.100","","0.000","-99.000","-99.000","-99.000","32.400","","21.100",""
"C0W120","2020-04-30 10:00:00","58.000","354.000","4.600","24.000","0.770","1010.900","","0.000","-99.000","-99.000","-99.000","24.000","","21.000",""
"C0R470","2020-04-30 10:00:00","103.000","187.000","0.500","29.500","0.460","1005.300","","0.000","-99.000","-99.000","-99.000","29.500","","21.400",""
"C0M770","2020-04-30 10:00:00","164.000","303.000","1.000","26.800","0.650","997.600","","0.000","-99.000","-99.000","-99.000","26.800","","20.500",""
"C0S930","2020-04-30 10:00:00","248.000","108.000","1.000","23.800","0.710","990.500","","0.000","-99.000","-99.000","-99.000","23.800","","18.900",""
"C0F9Y0","2020-04-30 10:00:00","3313.000","233.000","1.500","10.900","0.430","689.600","","0.000","-99.000","-99.000","-99.000","12.000","","5.800",""
"C0E790","2020-04-30 10:00:00","344.000","285.000","1.500","26.400","0.630","977.200","","0.000","-99.000","-99.000","-99.000","26.600","","18.200",""
"C0O810","2020-04-30 10:00:00","161.000","231.000","0.700","30.700","0.630","998.500","","0.000","-99.000","-99.000","-99.000","31.100","","20.700",""
"C0R520","2020-04-30 10:00:00","18.000","304.000","0.600","29.800","0.590","1014.500","","0.000","-99.000","-99.000","-99.000","29.800","","23.000",""
"C0G880","2020-04-30 10:00:00","92.000","287.000","1.100","27.300","0.590","1006.400","","0.000","-99.000","-99.000","-99.000","27.300","","20.200",""
"C0R260","2020-04-30 10:00:00","76.000","276.000","0.600","30.400","0.550","1007.500","","0.000","-99.000","-99.000","-99.000","30.900","","21.900",""
"C0U950","2020-04-30 10:00:00","1012.000","133.000","8.000","17.000","1.000","907.100","","0.500","-99.000","-99.000","-99.000","17.000","","14.500",""
"C0O860","2020-04-30 10:00:00","38.000","302.000","1.700","28.300","0.750","1011.500","","0.000","-99.000","-99.000","-99.000","28.300","","21.300",""
"C0R320","2020-04-30 10:00:00","7.000","66.000","7.000","28.600","0.620","1015.800","","0.000","12.700","78.000","","28.600","","23.900",""
"C0S980","2020-04-30 10:00:00","901.000","0.000","0.200","22.200","0.830","918.100","","0.000","-99.000","-99.000","-99.000","22.200","","16.200",""
"C0X110","2020-04-30 10:00:00","20.000","340.000","2.200","27.500","0.630","1014.400","","0.000","-99.000","-99.000","-99.000","27.500","","24.000",""
"C0V310","2020-04-30 10:00:00","46.000","16.000","0.800","30.200","0.400","1010.200","","0.000","-99.000","-99.000","-99.000","30.500","","21.600",""
"C0G620","2020-04-30 10:00:00","110.000","111.000","2.100","30.700","0.500","1003.900","","0.000","-99.000","-99.000","-99.000","30.700","","19.200",""
"C0AD50","2020-04-30 10:00:00","84.000","44.000","1.700","26.800","0.590","1008.100","","0.000","-99.000","-99.000","-99.000","26.900","","18.900",""
"C0A9A0","2020-04-30 10:00:00","24.000","261.000","0.800","28.000","0.490","1014.400","","0.000","-99.000","-99.000","-99.000","28.000","","20.800",""
"C0O830","2020-04-30 10:00:00","127.000","352.000","1.700","29.500","0.540","1002.300","","0.000","-99.000","-99.000","-99.000","29.500","","20.400",""
"C0S760","2020-04-30 10:00:00","1621.000","167.000","0.900","15.800","0.960","843.400","","0.000","-99.000","-99.000","-99.000","15.900","","12.100",""
"C0X160","2020-04-30 10:00:00","26.000","343.000","2.000","28.100","0.640","1012.900","","0.000","-99.000","-99.000","-99.000","28.100","","22.600",""
"C0C490","2020-04-30 10:00:00","157.000","309.000","1.200","26.100","0.570","999.100","","0.000","-99.000","-99.000","-99.000","26.100","","19.500",""
"C0F970","2020-04-30 10:00:00","145.000","316.000","1.200","27.900","0.450","999.200","","0.000","-99.000","-99.000","-99.000","27.900","","20.100",""
"C0R440","2020-04-30 10:00:00","1679.000","155.000","0.600","16.200","0.960","838.600","","0.000","-99.000","-99.000","-99.000","16.200","","12.800",""
"C0M690","2020-04-30 10:00:00","33.000","350.000","0.800","27.300","0.670","1012.100","","0.000","-99.000","-99.000","-99.000","27.300","","20.800",""
"C0V690","2020-04-30 10:00:00","30.000","301.000","2.700","26.800","0.750","1013.600","","0.000","-99.000","-99.000","-99.000","28.200","","24.100",""
"C0Z210","2020-04-30 10:00:00","126.000","313.000","0.500","26.400","0.600","1004.700","","0.000","-99.000","-99.000","-99.000","26.400","","17.300",""
"C0U770","2020-04-30 10:00:00","5.000","160.000","1.100","25.800","0.680","1018.100","","0.000","-99.000","-99.000","-99.000","26.100","","18.600",""
"C0Z080","2020-04-30 10:00:00","298.000","0.000","0.000","28.000","0.670","984.300","","0.000","-99.000","-99.000","-99.000","28.000","","16.700",""
"C0G640","2020-04-30 10:00:00","17.000","322.000","2.600","27.100","0.750","1017.700","","0.000","-99.000","-99.000","-99.000","27.200","","19.500",""
"C0X200","2020-04-30 10:00:00","61.000","285.000","2.400","27.400","0.670","1009.200","","0.000","-99.000","-99.000","-99.000","27.400","","19.900",""
"C0U900","2020-04-30 10:00:00","63.000","80.000","1.700","25.900","0.630","1012.200","","0.000","-99.000","-99.000","-99.000","25.900","","18.500",""
"C0Z230","2020-04-30 10:00:00","31.000","136.000","2.100","25.200","0.650","1015.900","","0.000","-99.000","-99.000","-99.000","25.500","","20.500",""
"C0R770","2020-04-30 10:00:00","93.000","50.000","2.600","26.700","0.680","1006.000","","0.000","8.000","93.000","","27.500","","22.400",""
"C0C540","2020-04-30 10:00:00","46.000","312.000","0.700","28.300","0.500","1011.900","","0.000","-99.000","-99.000","-99.000","28.300","","18.800",""
"C0G770","2020-04-30 10:00:00","15.000","350.000","1.200","27.300","0.720","1015.200","","0.000","-99.000","-99.000","-99.000","27.300","","21.600",""
"C0V670","2020-04-30 10:00:00","20.000","259.000","2.600","27.500","0.710","1014.000","","0.000","-99.000","-99.000","-99.000","28.800","","23.900",""
"C0A870","2020-04-30 10:00:00","685.000","269.000","0.900","23.700","0.730","938.900","","0.000","-99.000","-99.000","-99.000","24.200","","17.400",""
"C0R220","2020-04-30 10:00:00","23.000","265.000","1.700","29.000","0.580","1013.900","","0.000","-99.000","-99.000","-99.000","29.000","","22.200",""
"C0AH50","2020-04-30 10:00:00","275.000","93.000","0.900","25.500","0.610","985.900","","0.000","-99.000","-99.000","-99.000","25.500","","19.800",""
"C0Z160","2020-04-30 10:00:00","124.000","69.000","1.100","25.900","0.570","1007.100","","0.500","-99.000","-99.000","-99.000","26.100","","17.200",""
"C0R540","2020-04-30 10:00:00","17.000","234.000","2.900","27.600","0.690","1014.200","","0.000","-99.000","-99.000","-99.000","27.600","","22.500",""
"C0K480","2020-04-30 10:00:00","56.000","263.000","0.900","27.000","0.650","1010.000","","0.000","-99.000","-99.000","-99.000","27.100","","20.600",""
"C0H890","2020-04-30 10:00:00","440.000","15.000","1.000","26.700","0.490","966.200","","0.000","-99.000","-99.000","-99.000","26.800","","17.500",""
"C0S770","2020-04-30 10:00:00","375.000","143.000","1.500","24.100","0.770","975.200","","0.000","-99.000","-99.000","-99.000","24.100","","19.400",""
"C0X230","2020-04-30 10:00:00","29.000","333.000","2.300","27.200","0.670","1014.600","","0.000","-99.000","-99.000","-99.000","27.200","","20.400",""
"C0B010","2020-04-30 10:00:00","38.000","19.000","0.600","27.900","0.580","1010.400","","0.000","-99.000","-99.000","-99.000","27.900","","18.600",""
"C0R490","2020-04-30 10:00:00","49.000","315.000","1.800","29.200","0.500","1010.200","","0.000","-99.000","-99.000","-99.000","29.200","","22.500",""
"C0V440","2020-04-30 10:00:00","27.000","21.000","1.600","29.800","0.510","1012.800","","0.000","-99.000","-99.000","-99.000","29.900","","23.100",""
"C0SA40","2020-04-30 10:00:00","200.000","336.000","0.500","24.400","0.640","995.800","","0.000","-99.000","-99.000","-99.000","24.400","","18.200",""
"C0Z280","2020-04-30 10:00:00","224.000","44.000","0.900","25.800","0.700","993.900","","0.000","-99.000","-99.000","-99.000","25.900","","18.400",""
"C0Z070","2020-04-30 10:00:00","247.000","0.000","0.200","24.900","0.750","989.600","","0.000","-99.000","-99.000","-99.000","24.900","","18.200",""
"CM0180","2020-04-30 10:00:00","313.000","136.000","0.400","30.700","0.460","981.800","","0.000","-99.000","-99.000","-99.000","30.700","","19.500",""
